# Openweave fashion brand tracker. See docs/data-sources/README.md for full provenance.
# transparency_score: Fashion Transparency Index 2023, (c) Fashion Revolution CIC, used with attribution.
# sbti_near_term_target: Science Based Targets initiative, (c) SBTi. fashion_pact: The Fashion Pact. certified_b_corp: B Lab.
# ownership: public corporate record. Independent, non-commercial tool; not affiliated with any brand named.
brand_name,parent_company,segment,country_or_region,user_recognition_level,ownership_provenance,fashion_pact,certified_b_corp,sbti_near_term_target,sustainability_report_url,annual_report_url,transparency_source,transparency_score,climate_target_summary,scope_1_2_disclosed,scope_3_disclosed,materials_notes,supply_chain_notes,circularity_notes,source_quality,needs_manual_research,notes
Paris,Cencosud,Department & value,Chile,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),25,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Patagonia,"Patagonia, Inc. (Holdfast Collective)",Outdoor,United States,high,Founder Yvon Chouinard transferred ownership to the Holdfast Collective and a purpose trust in 2022.,Needs research,yes,validated (brand),https://www.patagonia.com/our-footprint/,,Fashion Transparency Index 2023 (Fashion Revolution),40,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Pepe Jeans,Pepe Jeans,Denim,Spain,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),2,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Pimkie,Pimkie,Fast fashion,France,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),18,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Prada,Prada Group,Luxury,Italy,high,Needs research,signatory,Needs research,validated (parent group),https://www.pradagroup.com/en/sustainability.html,,Fashion Transparency Index 2023 (Fashion Revolution),34,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
PrettyLittleThing,Boohoo Group,Online retail,United Kingdom,high,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),24,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Primark,Associated British Foods,Fast fashion,Ireland,high,Needs research,Needs research,Needs research,Needs research,https://www.primark.com/en-gb/sustainability,,Fashion Transparency Index 2023 (Fashion Revolution),40,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Prisma,S Group,Department & value,Finland,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),22,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Pull&Bear,Inditex,Fast fashion,Spain,medium,Needs research,signatory,Needs research,validated (parent group),https://www.inditex.com/itxcomweb/en/sustainability,,Fashion Transparency Index 2023 (Fashion Revolution),50,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Puma,Puma SE,Sportswear,Germany,high,Needs research,signatory,Needs research,validated (brand),https://about.puma.com/en/sustainability,,Fashion Transparency Index 2023 (Fashion Revolution),66,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Quiksilver,Boardriders,Outdoor,United States,high,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),6,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
R.M. Williams,Tattarang,Footwear,Australia,high,"Founded 1932 in South Australia; passed through L Catterton before Tattarang, the Forrests’ private group, bought it in 2020.",Needs research,yes,Needs research,,,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,,yes,
Ralph Lauren,Ralph Lauren Corporation,Luxury,United States,high,Needs research,signatory,Needs research,validated (brand),https://corporate.ralphlauren.com/citizenship-sustainability,,Fashion Transparency Index 2023 (Fashion Revolution),54,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Reebok,Authentic Brands Group,Sportswear,United States,high,Sold by Adidas to Authentic Brands Group in 2021.,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),1,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
REI,REI Co-op,Outdoor,United States,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),22,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Reliance Trends,Reliance Retail,Department & value,India,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),10,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Reserved,LPP,Fast fashion,Poland,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),20,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
REVOLVE,Revolve Group,Online retail,United States,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),2,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
River Island,River Island,Fast fashion,United Kingdom,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),32,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Romwe,Globalegrow,Online retail,China,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),3,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Ross Stores,"Ross Stores, Inc.",Department & value,United States,medium,Needs research,Needs research,Needs research,Needs research,https://corp.rossstores.com/corporate-responsibility/,,Fashion Transparency Index 2023 (Fashion Revolution),6,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, scored under its ""Ross Dress for Less"" banner."
Roxy,Boardriders,Outdoor,United States,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),6,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Russell Athletic,Fruit of the Loom,Sportswear,United States,medium,Needs research,Needs research,Needs research,validated (parent group),,,Fashion Transparency Index 2023 (Fashion Revolution),34,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
s.Oliver,s.Oliver Group,Fast fashion,Germany,low,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),43,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Sainsbury's,Sainsbury’s,Department & value,United Kingdom,high,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),51,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Saint Laurent,Kering,Luxury,France,high,"French house, part of Kering since 1999.",signatory,Needs research,validated (parent group),https://www.kering.com/en/sustainability/,,Fashion Transparency Index 2023 (Fashion Revolution),51,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Saks Fifth Avenue,Hudson’s Bay Company,Department & value,United States,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),9,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Salvatore Ferragamo,Salvatore Ferragamo Group,Luxury,Italy,medium,Needs research,signatory,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),24,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Sandro,SMCP,Fast fashion,France,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),22,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Savage X Fenty,Savage X Fenty,Basics & mass market,United States,high,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),0,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Semir,Semir,Fast fashion,China,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),0,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Shein,Roadget Business / Shein Group,Fast fashion,Singapore / China,high,Founded in China in 2012; now headquartered in Singapore.,Needs research,Needs research,validated (parent group),https://www.sheingroup.com/sustainability/,,Fashion Transparency Index 2023 (Fashion Revolution),7,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Shimamura,Shimamura,Fast fashion,Japan,low,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),4,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Skechers,"Skechers U.S.A., Inc.",Footwear,United States,high,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),7,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Speedo,Pentland Brands,Sportswear,United Kingdom,high,Needs research,Needs research,Needs research,validated (parent group),,,Fashion Transparency Index 2023 (Fashion Revolution),47,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Splash,Landmark Group,Fast fashion,United Arab Emirates,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),0,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Sports Direct,Frasers Group,Sportswear,United Kingdom,medium,Needs research,Needs research,Needs research,validated (parent group),,,Fashion Transparency Index 2023 (Fashion Revolution),7,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Steve Madden,"Steven Madden, Ltd.",Footwear,United States,medium,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),13,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Stradivarius,Inditex,Fast fashion,Spain,medium,"Part of Inditex, the group behind Zara.",Needs research,Needs research,validated (parent group),,,Fashion Transparency Index 2023 (Fashion Revolution),50,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Superdry,Superdry plc,Fast fashion,United Kingdom,high,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),49,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Takko,Takko Fashion,Fast fashion,Germany,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),7,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Target Australia,Wesfarmers,Department & value,Australia,high,Owned by ASX-listed Wesfarmers. A separate company from US Target.,Needs research,Needs research,Needs research,https://www.wesfarmers.com.au/sustainability,,Fashion Transparency Index 2023 (Fashion Revolution),76,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,Tied 3rd of 250 brands in FTI 2023. A separate company from US Target.
Tchibo,Tchibo,Department & value,Germany,low,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),43,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Ted Baker,Authentic Brands Group,Fast fashion,United Kingdom,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),26,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Temu,PDD Holdings,Online retail,China,high,"Owned by PDD Holdings, the group behind China’s Pinduoduo.",Needs research,Needs research,Needs research,,,Not assessed by FTI 2023,Not assessed,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Confirmed out of scope,no,"Not assessed by the Fashion Transparency Index. The marketplace launched in 2022, outside the 2023 brand set."
Tesco,Tesco,Department & value,United Kingdom,high,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),48,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Tezenis,Calzedonia Group,Basics & mass market,Italy,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),63,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
The Children's Place,The Children’s Place,Basics & mass market,United States,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),17,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
The Iconic,Global Fashion Group,Online retail,Australia,high,"Owned by Global Fashion Group, a Berlin-listed e-commerce group.",Needs research,Needs research,validated (parent group),https://www.theiconic.com.au/considered/,,Not assessed by FTI 2023,Not assessed,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Confirmed out of scope,no,"Not assessed by the Fashion Transparency Index. It is a multi-brand marketplace, not a single label."
The North Face,VF Corporation,Outdoor,United States,high,Part of US group VF Corporation.,Needs research,Needs research,validated (parent group),https://www.vfc.com/our-impact,,Fashion Transparency Index 2023 (Fashion Revolution),66,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,Among the top scorers in FTI 2023; disclosures run through parent VF Corporation.
The Warehouse,The Warehouse Group,Department & value,New Zealand,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),17,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Timberland,VF Corporation,Footwear,United States,high,Part of US group VF Corporation.,Needs research,Needs research,validated (parent group),https://www.vfc.com/our-impact,,Fashion Transparency Index 2023 (Fashion Revolution),66,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,Among the top scorers in FTI 2023; disclosures run through parent VF Corporation.
TK Maxx,TJX Companies,Department & value,United States,high,Needs research,Needs research,Needs research,Needs research,https://www.tjx.com/responsibility,,Fashion Transparency Index 2023 (Fashion Revolution),13,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023. FTI listed the TJX banner as ""TJ Maxx""; TK Maxx is the same company."
Tod's,Tod’s,Luxury,Italy,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),9,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Tom Ford,The Estée Lauder Companies,Luxury,United States,high,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),0,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Tom Tailor,Tom Tailor,Fast fashion,Germany,low,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),50,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Tommy Bahama,Oxford Industries,Fast fashion,United States,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),10,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Tommy Hilfiger,PVH Corp.,Basics & mass market,United States,high,Owned by US group PVH Corp.,signatory,Needs research,validated (parent group),https://www.pvh.com/responsibility,,Fashion Transparency Index 2023 (Fashion Revolution),50,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
TOPVALU COLLECTION,AEON,Department & value,Japan,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),13,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Tory Burch,Tory Burch,Luxury,United States,high,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),1,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Triumph,Triumph International,Basics & mass market,Germany,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),7,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Truworths,Truworths,Department & value,South Africa,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),7,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
UGG,Deckers Brands,Footwear,United States,high,"A brand of US group Deckers, which also owns Hoka.",Needs research,Needs research,validated (parent group),,,Fashion Transparency Index 2023 (Fashion Revolution),57,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Under Armour,"Under Armour, Inc.",Sportswear,United States,high,Needs research,Needs research,Needs research,validated (brand),https://about.underarmour.com/en/sustainability,,Fashion Transparency Index 2023 (Fashion Revolution),28,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Uniqlo,Fast Retailing,Basics & mass market,Japan,high,Needs research,Needs research,Needs research,validated (parent group),https://www.fastretailing.com/eng/sustainability/,,Fashion Transparency Index 2023 (Fashion Revolution),51,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
United Arrows,United Arrows,Fast fashion,Japan,low,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),17,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
United Colors of Benetton,Benetton Group,Fast fashion,Italy,medium,Needs research,Needs research,Needs research,validated (parent group),,,Fashion Transparency Index 2023 (Fashion Revolution),73,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Urban Outfitters,URBN,Fast fashion,United States,high,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),13,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Valentino,Valentino,Luxury,Italy,high,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),18,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Van Heusen,Authentic Brands Group,Basics & mass market,United States,medium,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),0,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Vans,VF Corporation,Footwear,United States,high,Part of US group VF Corporation.,Needs research,Needs research,validated (parent group),https://www.vfc.com/our-impact,,Fashion Transparency Index 2023 (Fashion Revolution),65,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,Among the top scorers in FTI 2023; disclosures run through parent VF Corporation.
Vero Moda,Bestseller,Fast fashion,Denmark,medium,Needs research,Needs research,Needs research,validated (parent group),,,Fashion Transparency Index 2023 (Fashion Revolution),41,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Versace,Capri Holdings,Luxury,Italy,high,Owned by Capri Holdings (formerly Michael Kors Holdings); a sale to Prada Group was agreed in 2025.,signatory,Needs research,validated (parent group),,,Fashion Transparency Index 2023 (Fashion Revolution),24,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Very,The Very Group,Online retail,United Kingdom,medium,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),27,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Victoria’s Secret,Victoria’s Secret & Co.,Basics & mass market,United States,high,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),19,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Walmart,Walmart Inc.,Department & value,United States,high,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),23,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Woolworths South Africa,Woolworths Holdings,Department & value,South Africa,medium,Needs research,Needs research,Needs research,validated (brand),,,Fashion Transparency Index 2023 (Fashion Revolution),29,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Wrangler,Kontoor Brands,Denim,United States,high,Spun out of VF Corporation into Kontoor Brands in 2019.,Needs research,Needs research,validated (parent group),,,Fashion Transparency Index 2023 (Fashion Revolution),33,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Youngor,Youngor,Basics & mass market,China,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),0,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Zalando,Zalando SE,Online retail,Germany,medium,Needs research,Needs research,Needs research,validated (brand),https://corporate.zalando.com/en/sustainability,,Fashion Transparency Index 2023 (Fashion Revolution),40,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Zara,Inditex,Fast fashion,Spain,high,Needs research,signatory,Needs research,validated (parent group),https://www.inditex.com/itxcomweb/en/sustainability,,Fashion Transparency Index 2023 (Fashion Revolution),50,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Zeeman,Zeeman,Fast fashion,Netherlands,low,Needs research,Needs research,Needs research,Needs research,,,Fashion Transparency Index 2023 (Fashion Revolution),54,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Verified (FR press release / trade coverage),no,"Fashion Transparency Index 2023, published by Fashion Revolution."
Zimmermann,Advent International,Luxury,Australia,high,Founded 1991 in Sydney; private-equity firm Advent International took a majority stake in 2023.,Needs research,Needs research,validated (brand),,,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,Needs research,,yes,
